0.000000000000000000e+00 4.000399999999999636e+02
0.000000000000000000e+00 8.800400000000000773e+02
0.000000000000000000e+00 1.360039999999999964e+03
0.000000000000000000e+00 1.840039999999999964e+03
0.000000000000000000e+00 2.320039999999999964e+03
0.000000000000000000e+00 2.800039999999999964e+03
0.000000000000000000e+00 3.280039999999999964e+03
0.000000000000000000e+00 3.760039999999999964e+03
0.000000000000000000e+00 4.240039999999999964e+03
0.000000000000000000e+00 4.720039999999999964e+03
0.000000000000000000e+00 5.200039999999999964e+03
0.000000000000000000e+00 5.680039999999999964e+03
0.000000000000000000e+00 6.160039999999999964e+03
0.000000000000000000e+00 6.640039999999999964e+03
0.000000000000000000e+00 7.120039999999999964e+03
0.000000000000000000e+00 7.600039999999999964e+03
