   1.9119100568322203e+00	   7.9144736842105265e+00	
   2.4982336452928058e+00	   7.6973684210526336e+00	
   2.9681033018285135e+00	   7.8552631578947372e+00	
   3.4663504602174435e+00	   7.6184210526315805e+00	
   3.9652250123548298e+00	   7.6381578947368451e+00	
   4.4356255405238434e+00	   8.0131578947368425e+00	
   4.9654354305658499e+00	   8.6842105263157894e+00	
   5.4960174975290323e+00	   9.6710526315789505e+00	
   5.9681554237706926e+00	   1.0756578947368421e+01	
   6.4404381331850740e+00	   1.1901315789473685e+01	
   7.0003146620953780e+00	   1.2868421052631579e+01	
   7.5311862954040016e+00	   1.3973684210526315e+01	
   8.0030829163577923e+00	   1.4960526315789474e+01	
   8.5035018223375332e+00	   1.5611842105263159e+01	
   9.0029555071658045e+00	   1.5868421052631579e+01	
   9.5607085495428716e+00	   1.5967105263157896e+01	
   1.0059631362737830e+01	   1.6006578947368421e+01	
   1.0558409392760067e+01	   1.5986842105263158e+01	
   1.1027941221892760e+01	   1.6006578947368421e+01	
   1.1556110235977266e+01	   1.6006578947368421e+01	
   1.2025593804052381e+01	   1.6006578947368421e+01	
   1.2524564878304917e+01	   1.6065789473684212e+01	
   1.3052685631331848e+01	   1.6046052631578945e+01	
   1.3492826476402270e+01	   1.6046052631578945e+01	
   1.4050338213491477e+01	   1.6046052631578945e+01	
   1.4578458966518408e+01	   1.6026315789473685e+01	
   1.5047942534593524e+01	   1.6026315789473685e+01	
   1.5546817086730908e+01	   1.6046052631578945e+01	
   1.6074986100815419e+01	   1.6046052631578945e+01	
   1.6573764130837656e+01	   1.6026315789473685e+01	
   1.7072590421917468e+01	   1.6026315789473685e+01	
   1.7542122251050156e+01	   1.6046052631578945e+01	
   1.8070291265134667e+01	   1.6046052631578945e+01	
   1.8569069295156908e+01	   1.6026315789473685e+01	
   1.9067895586236716e+01	   1.6026315789473685e+01	
   1.9566770138374100e+01	   1.6046052631578945e+01	
   2.0036205445391651e+01	   1.6026315789473685e+01	
