   1.9535867447180189e+00	  -9.0089199623997729e-01	
   2.4917699125754940e+00	  -9.4032783181574331e-01	
   3.0000484122789679e+00	  -9.7991495576328003e-01	
   3.4784222438284429e+00	  -1.0196533680825910e+00	
   3.9568969342924358e+00	  -1.0172327541342066e+00	
   4.4950801021499087e+00	  -1.0566685897099721e+00	
   4.9735547926138990e+00	  -1.0542479757615881e+00	
   5.5117379604713745e+00	  -1.0936838113373448e+00	
   5.9902126509353657e+00	  -1.0912631973889608e+00	
   6.5285975366218727e+00	  -1.0463809804293387e+00	
   7.0368760363253466e+00	  -1.0859681043768701e+00	
   7.5153507267893378e+00	  -1.0835474904284856e+00	
   7.9939262761678442e+00	  -1.0389678502124120e+00	
   8.5622158300083502e+00	  -9.9393434488100674e-01	
   9.0105841344893118e+00	  -1.0759830718397847e+00	
   9.4893614016968506e+00	  -9.4708537908831758e-01	
   1.0027948005212385e+01	  -8.1788510959329930e-01	
   1.0478535205812703e+01	   2.7564741337222642e-02	
   1.0990444626438753e+01	   1.5057025630267340e+00	
   1.1503866930782543e+01	   3.6162257787316783e+00	
   1.2016078928152144e+01	   5.2208406792242705e+00	
   1.2557893016932193e+01	   6.6991297892855535e+00	
   1.3039090898088116e+01	   7.8398441124617229e+00	
   1.3550193447398042e+01	   8.9807097240096603e+00	
   1.4000780647998360e+01	   9.8261595749401867e+00	
   1.4511278043821180e+01	   1.0714071028881959e+01	
   1.5051780966712522e+01	   1.1644292797463194e+01	
   1.5531667681979741e+01	   1.2236939779159314e+01	
   1.6041761642144500e+01	   1.2956215128030301e+01	
   1.6552561614710879e+01	   1.3970603660775158e+01	
   1.7062554715961124e+01	   1.4647719983378444e+01	
   1.7542239713399308e+01	   1.5156048912539177e+01	
   1.8051425943333431e+01	   1.5495893025000903e+01	
   1.8561519903498191e+01	   1.6215168373871887e+01	
   1.9070504415603278e+01	   1.6470694433798222e+01	
   1.9581405247084170e+01	   1.7527241992810772e+01	
   2.0091196630505387e+01	   1.8120040262878668e+01	
